word	position	sentence_id
Tout	1	44
le	2	44
monde	3	44
n	4	44
a	5	44
pas	6	44
eu	7	44
un	8	44
ami	9	44
Et	1	45
je	2	45
puis	3	45
devenir	4	45
comme	5	45
les	6	45
grandes	7	45
personnes	8	45
qui	9	45
ne	10	45
s	11	45
intéressent	12	45
plus	13	45
qu	14	45
aux	15	45
chiffres	16	45
C	1	46
est	2	46
donc	3	46
pour	4	46
ça	5	46
encore	6	46
que	7	46
j	8	46
ai	9	46
acheté	10	46
une	11	46
boîte	12	46
de	13	46
couleurs	14	46
et	15	46
des	16	46
crayons	17	46
C	1	47
est	2	47
dur	3	47
de	4	47
se	5	47
remettre	6	47
au	7	47
dessin	8	47
à	9	47
mon	10	47
âge	11	47
quand	12	47
on	13	47
n	14	47
a	15	47
jamais	16	47
fait	17	47
d	18	47
autres	19	47
tentatives	20	47
que	21	47
celle	22	47
d	23	47
un	24	47
boa	25	47
fermé	26	47
et	27	47
celle	28	47
d	29	47
un	30	47
boa	31	47
ouvert	32	47
à	33	47
l	34	47
âge	35	47
de	36	47
six	37	47
ans	38	47
J	1	48
essaierai	2	48
bien	3	48
sûr	4	48
de	5	48
faire	6	48
des	7	48
portraits	8	48
le	9	48
plus	10	48
ressemblants	11	48
possible	12	48
Mais	1	49
je	2	49
ne	3	49
suis	4	49
pas	5	49
tout	6	49
à	7	49
fait	8	49
certain	9	49
de	10	49
réussir	11	49
Un	1	50
dessin	2	50
va	3	50
et	4	50
l	5	50
autre	6	50
ne	7	50
ressemble	8	50
plus	9	50
Je	1	51
me	2	51
trompe	3	51
un	4	51
peu	5	51
aussi	6	51
sur	7	51
la	8	51
taille	9	51
Ici	1	52
le	2	52
petit	3	52
prince	4	52
est	5	52
trop	6	52
grand	7	52
Là	1	53
il	2	53
est	3	53
trop	4	53
petit	5	53
J	1	54
hésite	2	54
aussi	3	54
sur	4	54
la	5	54
couleur	6	54
de	7	54
son	8	54
costume	9	54
Alors	1	55
je	2	55
tâtonne	3	55
comme	4	55
ci	5	55
et	6	55
comme	7	55
ça	8	55
tant	9	55
bien	10	55
que	11	55
mal	12	55
Je	1	56
me	2	56
tromperai	3	56
enfin	4	56
sur	5	56
certains	6	56
détails	7	56
plus	8	56
importants	9	56
Mais	1	57
ça	2	57
il	3	57
faudra	4	57
me	5	57
le	6	57
pardonner	7	57
Mon	1	58
ami	2	58
ne	3	58
donnait	4	58
jamais	5	58
d	6	58
explications	7	58
Il	1	59
me	2	59
croyait	3	59
peut	4	59
être	5	59
semblable	6	59
à	7	59
lui	8	59
Mais	1	60
moi	2	60
malheureusement	3	60
je	4	60
ne	5	60
sais	6	60
pas	7	60
voir	8	60
les	9	60
moutons	10	60
à	11	60
travers	12	60
les	13	60
caisses	14	60
Je	1	61
suis	2	61
peut	3	61
être	4	61
un	5	61
peu	6	61
comme	7	61
les	8	61
grandes	9	61
personnes	10	61
J	1	62
ai	2	62
dû	3	62
vieillir	4	62
Chaque	1	63
jour	2	63
j	3	63
apprenais	4	63
quelque	5	63
chose	6	63
sur	7	63
la	8	63
planète	9	63
sur	10	63
le	11	63
départ	12	63
sur	13	63
le	14	63
voyage	15	63
Ça	1	64
venait	2	64
tout	3	64
doucement	4	64
au	5	64
hasard	6	64
des	7	64
réflexions	8	64
C	1	65
est	2	65
ainsi	3	65
que	4	65
le	5	65
troisième	6	65
jour	7	65
je	8	65
connus	9	65
le	10	65
drame	11	65
des	12	65
baobabs	13	65
Cette	1	66
fois	2	66
ci	3	66
encore	4	66
ce	5	66
fut	6	66
grâce	7	66
au	8	66
mouton	9	66
car	10	66
brusquement	11	66
le	12	66
petit	13	66
prince	14	66
m	15	66
interrogea	16	66
comme	17	66
pris	18	66
d	19	66
un	20	66
doute	21	66
grave	22	66
c	23	66
est	24	66
bien	25	66
vrai	26	66
n	27	66
est	28	66
ce	29	66
pas	30	66
que	31	66
les	32	66
moutons	33	66
mangent	34	66
les	35	66
arbustes	36	66
oui	1	67
C	1	68
est	2	68
vrai	3	68
ah	1	69
Je	1	70
suis	2	70
content	3	70
Je	1	71
ne	2	71
compris	3	71
pas	4	71
pourquoi	5	71
il	6	71
était	7	71
si	8	71
important	9	71
que	10	71
les	11	71
moutons	12	71
mangeassent	13	71
les	14	71
arbustes	15	71
Mais	1	72
le	2	72
petit	3	72
prince	4	72
ajouta	5	72
par	6	72
conséquent	7	72
ils	8	72
mangent	9	72
aussi	10	72
les	11	72
baobabs	12	72
Je	1	73
fis	2	73
remarquer	3	73
au	4	73
petit	5	73
prince	6	73
que	7	73
les	8	73
baobabs	9	73
ne	10	73
sont	11	73
pas	12	73
des	13	73
arbustes	14	73
mais	15	73
des	16	73
arbres	17	73
grands	18	73
comme	19	73
des	20	73
églises	21	73
et	22	73
que	23	73
si	24	73
même	25	73
il	26	73
emportait	27	73
avec	28	73
lui	29	73
tout	30	73
un	31	73
troupeau	32	73
d	33	73
éléphants	34	73
ce	35	73
troupeau	36	73
ne	37	73
viendrait	38	73
pas	39	73
à	40	73
bout	41	73
d	42	73
un	43	73
seul	44	73
baobab	45	73
L	1	74
idée	2	74
du	3	74
troupeau	4	74
d	5	74
éléphants	6	74
fit	7	74
rire	8	74
le	9	74
petit	10	74
prince	11	74
il	12	74
faudrait	13	74
les	14	74
mettre	15	74
les	16	74
uns	17	74
sur	18	74
les	19	74
autres	20	74
Mais	1	75
il	2	75
remarqua	3	75
avec	4	75
sagesse	5	75
les	6	75
baobabs	7	75
avant	8	75
de	9	75
grandir	10	75
ça	11	75
commence	12	75
par	13	75
être	14	75
petit	15	75
c	1	76
est	2	76
exact	3	76
Mais	1	77
pourquoi	2	77
veux	3	77
tu	4	77
que	5	77
tes	6	77
moutons	7	77
mangent	8	77
les	9	77
petits	10	77
baobabs	11	77
Il	1	78
me	2	78
répondit	3	78
ben	4	78
Voyons	1	79
Comme	1	80
s	2	80
il	3	80
s	4	80
agissait	5	80
là	6	80
d	7	80
une	8	80
évidence	9	80
Et	1	81
il	2	81
me	3	81
fallut	4	81
un	5	81
grand	6	81
effort	7	81
d	8	81
intelligence	9	81
pour	10	81
comprendre	11	81
à	12	81
moi	13	81
seul	14	81
ce	15	81
problème	16	81
Et	1	82
en	2	82
effet	3	82
sur	4	82
la	5	82
planète	6	82
du	7	82
petit	8	82
prince	9	82
il	10	82
y	11	82
avait	12	82
comme	13	82
sur	14	82
toutes	15	82
les	16	82
planètes	17	82
de	18	82
bonnes	19	82
herbes	20	82
et	21	82
de	22	82
mauvaises	23	82
herbes	24	82
Par	1	83
conséquent	2	83
de	3	83
bonnes	4	83
graines	5	83
de	6	83
bonnes	7	83
herbes	8	83
et	9	83
de	10	83
mauvaises	11	83
graines	12	83
de	13	83
mauvaises	14	83
herbes	15	83
Mais	1	84
les	2	84
graines	3	84
sont	4	84
invisibles	5	84
Elles	1	85
dorment	2	85
dans	3	85
le	4	85
secret	5	85
de	6	85
la	7	85
terre	8	85
jusqu	9	85
à	10	85
ce	11	85
qu	12	85
il	13	85
prenne	14	85
fantaisie	15	85
à	16	85
l	17	85
une	18	85
d	19	85
elles	20	85
de	21	85
se	22	85
réveiller	23	85
Alors	1	86
elle	2	86
s	3	86
étire	4	86
et	5	86
pousse	6	86
d	7	86
abord	8	86
timidement	9	86
vers	10	86
le	11	86
soleil	12	86
une	13	86
ravissante	14	86
petite	15	86
brindille	16	86
inoffensive	17	86
S	1	87
il	2	87
s	3	87
agit	4	87
d	5	87
une	6	87
brindille	7	87
de	8	87
radis	9	87
ou	10	87
de	11	87
rosier	12	87
on	13	87
peut	14	87
la	15	87
laisser	16	87
pousser	17	87
comme	18	87
elle	19	87
veut	20	87
Mais	1	88
s	2	88
il	3	88
s	4	88
agit	5	88
d	6	88
une	7	88
mauvaise	8	88
plante	9	88
il	10	88
faut	11	88
arracher	12	88
la	13	88
plante	14	88
aussitôt	15	88
dès	16	88
qu	17	88
on	18	88
a	19	88
su	20	88
la	21	88
reconnaître	22	88
Or	1	89
il	2	89
y	3	89
avait	4	89
des	5	89
graines	6	89
terribles	7	89
sur	8	89
la	9	89
planète	10	89
du	11	89
petit	12	89
prince	13	89
C	1	90
étaient	2	90
les	3	90
graines	4	90
de	5	90
baobabs	6	90
Le	1	91
sol	2	91
de	3	91
la	4	91
planète	5	91
en	6	91
était	7	91
infesté	8	91
Or	1	92
un	2	92
baobab	3	92
si	4	92
l	5	92
on	6	92
s	7	92
y	8	92
prend	9	92
trop	10	92
tard	11	92
on	12	92
ne	13	92
peut	14	92
jamais	15	92
plus	16	92
s	17	92
en	18	92
débarrasser	19	92
Il	1	93
encombre	2	93
toute	3	93
la	4	93
planète	5	93
Il	1	94
la	2	94
perfore	3	94
de	4	94
ses	5	94
racines	6	94
Et	1	95
si	2	95
la	3	95
planète	4	95
est	5	95
trop	6	95
petite	7	95
et	8	95
si	9	95
les	10	95
baobabs	11	95
sont	12	95
trop	13	95
nombreux	14	95
ils	15	95
la	16	95
font	17	95
éclater	18	95
c	1	96
est	2	96
une	3	96
question	4	96
de	5	96
discipline	6	96
me	7	96
disait	8	96
plus	9	96
tard	10	96
le	11	96
petit	12	96
prince	13	96
Quand	1	97
on	2	97
a	3	97
terminé	4	97
sa	5	97
toilette	6	97
du	7	97
matin	8	97
il	9	97
faut	10	97
faire	11	97
soigneusement	12	97
la	13	97
toilette	14	97
de	15	97
la	16	97
planète	17	97
Il	1	98
faut	2	98
s	3	98
astreindre	4	98
régulièrement	5	98
à	6	98
arracher	7	98
les	8	98
baobabs	9	98
dès	10	98
qu	11	98
on	12	98
les	13	98
distingue	14	98
d	15	98
avec	16	98
les	17	98
rosiers	18	98
auxquels	19	98
ils	20	98
ressemblent	21	98
beaucoup	22	98
quand	23	98
ils	24	98
sont	25	98
très	26	98
jeunes	27	98
C	1	99
est	2	99
un	3	99
travail	4	99
très	5	99
ennuyeux	6	99
mais	7	99
très	8	99
facile	9	99
Et	1	100
un	2	100
jour	3	100
il	4	100
me	5	100
conseilla	6	100
de	7	100
m	8	100
appliquer	9	100
à	10	100
réussir	11	100
un	12	100
beau	13	100
dessin	14	100
pour	15	100
bien	16	100
faire	17	100
entrer	18	100
ça	19	100
dans	20	100
la	21	100
tête	22	100
des	23	100
enfants	24	100
de	25	100
chez	26	100
moi	27	100
s	1	101
ils	2	101
voyagent	3	101
un	4	101
jour	5	101
me	6	101
disait	7	101
il	8	101
ça	9	101
pourra	10	101
leur	11	101
servir	12	101
Il	1	102
est	2	102
quelquefois	3	102
sans	4	102
inconvénient	5	102
de	6	102
remettre	7	102
à	8	102
plus	9	102
tard	10	102
son	11	102
travail	12	102
Mais	1	103
s	2	103
il	3	103
s	4	103
agit	5	103
des	6	103
baobabs	7	103
c	8	103
est	9	103
toujours	10	103
une	11	103
catastrophe	12	103
J	1	104
ai	2	104
connu	3	104
une	4	104
planète	5	104
habitée	6	104
par	7	104
un	8	104
paresseux	9	104
Il	1	105
avait	2	105
négligé	3	105
trois	4	105
arbustes	5	105
Et	1	106
sur	2	106
les	3	106
indications	4	106
du	5	106
petit	6	106
prince	7	106
j	8	106
ai	9	106
dessiné	10	106
cette	11	106
planète	12	106
là	13	106
Je	1	107
n	2	107
aime	3	107
guère	4	107
prendre	5	107
le	6	107
ton	7	107
d	8	107
un	9	107
moraliste	10	107
Mais	1	108
le	2	108
danger	3	108
des	4	108
baobabs	5	108
est	6	108
si	7	108
peu	8	108
connu	9	108
et	10	108
les	11	108
risques	12	108
courus	13	108
par	14	108
celui	15	108
qui	16	108
s	17	108
égarerait	18	108
dans	19	108
un	20	108
astéroïde	21	108
sont	22	108
si	23	108
considérables	24	108
que	25	108
pour	26	108
une	27	108
fois	28	108
je	29	108
fais	30	108
exception	31	108
à	32	108
ma	33	108
réserve	34	108
Je	1	109
dis	2	109
enfants	3	109
Faites	1	110
attention	2	110
aux	3	110
baobabs	4	110
C	1	111
est	2	111
pour	3	111
avertir	4	111
mes	5	111
amis	6	111
d	7	111
un	8	111
danger	9	111
qu	10	111
ils	11	111
frôlaient	12	111
depuis	13	111
longtemps	14	111
comme	15	111
moi	16	111
même	17	111
sans	18	111
le	19	111
connaître	20	111
que	21	111
j	22	111
ai	23	111
tant	24	111
travaillé	25	111
ce	26	111
dessin	27	111
là	28	111
La	1	112
leçon	2	112
que	3	112
je	4	112
donnais	5	112
en	6	112
valait	7	112
la	8	112
peine	9	112
Vous	1	113
vous	2	113
demanderez	3	113
peut	4	113
être	5	113
pourquoi	6	113
n	7	113
y	8	113
a	9	113
t	10	113
il	11	113
pas	12	113
dans	13	113
ce	14	113
livre	15	113
d	16	113
autres	17	113
dessins	18	113
aussi	19	113
grandioses	20	113
que	21	113
le	22	113
dessin	23	113
des	24	113
baobabs	25	113
La	1	114
réponse	2	114
est	3	114
bien	4	114
simple	5	114
j	6	114
ai	7	114
essayé	8	114
mais	9	114
je	10	114
n	11	114
ai	12	114
pas	13	114
pu	14	114
réussir	15	114
Quand	1	115
j	2	115
ai	3	115
dessiné	4	115
les	5	115
baobabs	6	115
j	7	115
ai	8	115
été	9	115
animé	10	115
par	11	115
le	12	115
sentiment	13	115
de	14	115
l	15	115
urgence	16	115
Ah	1	116
Petit	1	117
prince	2	117
j	3	117
ai	4	117
compris	5	117
peu	6	117
à	7	117
peu	8	117
ainsi	9	117
ta	10	117
petite	11	117
vie	12	117
mélancolique	13	117
Tu	1	118
n	2	118
avais	3	118
eu	4	118
longtemps	5	118
pour	6	118
distraction	7	118
que	8	118
la	9	118
douceur	10	118
des	11	118
couchers	12	118
de	13	118
soleil	14	118
J	1	119
ai	2	119
appris	3	119
ce	4	119
détail	5	119
nouveau	6	119
le	7	119
quatrième	8	119
jour	9	119
au	10	119
matin	11	119
quand	12	119
tu	13	119
m	14	119
as	15	119
dit	16	119
j	17	119
aime	18	119
bien	19	119
les	20	119
couchers	21	119
de	22	119
soleil	23	119
Allons	1	120
voir	2	120
un	3	120
coucher	4	120
de	5	120
soleil	6	120
mais	1	121
il	2	121
faut	3	121
attendre	4	121
attendre	1	122
quoi	2	122
attendre	1	123
que	2	123
le	3	123
soleil	4	123
se	5	123
couche	6	123
Tu	1	124
as	2	124
eu	3	124
l	4	124
air	5	124
très	6	124
surpris	7	124
d	8	124
abord	9	124
et	10	124
puis	11	124
tu	12	124
as	13	124
ri	14	124
de	15	124
toi	16	124
même	17	124
Et	1	125
tu	2	125
m	3	125
as	4	125
dit	5	125
je	6	125
me	7	125
crois	8	125
toujours	9	125
chez	10	125
moi	11	125
En	1	126
effet	2	126
Quand	1	127
il	2	127
est	3	127
midi	4	127
aux	5	127
états	6	127
unis	7	127
le	8	127
soleil	9	127
tout	10	127
le	11	127
monde	12	127
le	13	127
sait	14	127
se	15	127
couche	16	127
sur	17	127
la	18	127
france	19	127
Il	1	128
suffirait	2	128
de	3	128
pouvoir	4	128
aller	5	128
en	6	128
france	7	128
en	8	128
une	9	128
minute	10	128
pour	11	128
assister	12	128
au	13	128
coucher	14	128
du	15	128
soleil	16	128
Malheureusement	1	129
la	2	129
france	3	129
est	4	129
bien	5	129
trop	6	129
éloignée	7	129
Mais	1	130
sur	2	130
ta	3	130
si	4	130
petite	5	130
planète	6	130
il	7	130
te	8	130
suffisait	9	130
de	10	130
tirer	11	130
ta	12	130
chaise	13	130
de	14	130
quelques	15	130
pas	16	130
Et	1	131
tu	2	131
regardais	3	131
le	4	131
crépuscule	5	131
chaque	6	131
fois	7	131
que	8	131
tu	9	131
le	10	131
désirais	11	131
un	1	132
jour	2	132
j	3	132
ai	4	132
vu	5	132
le	6	132
soleil	7	132
se	8	132
coucher	9	132
quarante	10	132
quatre	11	132
fois	12	132
Et	1	133
un	2	133
peu	3	133
plus	4	133
tard	5	133
tu	6	133
ajoutais	7	133
tu	8	133
sais	9	133
Quand	1	134
on	2	134
est	3	134
tellement	4	134
triste	5	134
on	6	134
aime	7	134
les	8	134
couchers	9	134
de	10	134
soleil	11	134
le	1	135
jour	2	135
des	3	135
quarante	4	135
quatre	5	135
fois	6	135
tu	7	135
étais	8	135
donc	9	135
tellement	10	135
triste	11	135
Mais	1	136
le	2	136
petit	3	136
prince	4	136
ne	5	136
répondit	6	136
pas	7	136
